> 	33.0 	67.0	100.0
a 	1.5	1.0	0.5   
c 	1.5	1.0	0.0
d 	-1.5	0.5	1.5
e 	-1.5	0.5	1.5
f 	1.5	0.5 	-0.5
g 	0.0	0.8	1.5
h 	-0.5	1.0	1.5
i 	1.5	0.5	-0.5
k 	-1.5	0.5	1.5
l 	1.5	0.5	-0.5
m 	1.5	0.5	0.0
n 	-1.0	0.5	1.5
p 	0.0	0.0	0.0
q 	-1.0	0.5	1.5
r	-1.5	0.5	1.5
s 	0.0	0.5	0.5
t 	0.0	0.5	0.5
v 	1.5	0.5	-0.5
w 	1.5	0.5 	0.0
y 	1.0	0.5	0.5
u 	0.0 	0.0 	0.0 
